student_id,name,class,parent_name,parent_email,attendance_percent,avg_marks,failed_attempts,fee_paid_percent,risk_rule,risk_ml
768,Student_768,EEE,Parent_768,parent768@mail.com,57,100,3,69,High Risk,High Risk
769,Student_769,EEE,Parent_769,parent769@mail.com,53,35,3,82,Medium Risk,Medium Risk
770,Student_770,CSE,Parent_770,parent770@mail.com,49,34,2,53,High Risk,High Risk
771,Student_771,EEE,Parent_771,parent771@mail.com,85,71,4,94,Low Risk,Low Risk
772,Student_772,CSE,Parent_772,parent772@mail.com,52,88,3,93,Medium Risk,Medium Risk
773,Student_773,CIVIL,Parent_773,parent773@mail.com,70,24,3,60,High Risk,High Risk
774,Student_774,ECE,Parent_774,parent774@mail.com,69,39,3,91,Medium Risk,Medium Risk
775,Student_775,ECE,Parent_775,parent775@mail.com,42,98,3,96,Medium Risk,Medium Risk
776,Student_776,CSE,Parent_776,parent776@mail.com,69,37,2,54,High Risk,High Risk
777,Student_777,ECE,Parent_777,parent777@mail.com,45,21,4,74,Medium Risk,Medium Risk
778,Student_778,EEE,Parent_778,parent778@mail.com,68,32,4,98,Medium Risk,Medium Risk
779,Student_779,MECH,Parent_779,parent779@mail.com,47,23,0,86,Medium Risk,Medium Risk
780,Student_780,CSE,Parent_780,parent780@mail.com,83,61,3,83,Low Risk,Low Risk
781,Student_781,ECE,Parent_781,parent781@mail.com,84,93,3,58,Medium Risk,Medium Risk
782,Student_782,CSE,Parent_782,parent782@mail.com,82,80,0,55,Low Risk,Low Risk
783,Student_783,CSE,Parent_783,parent783@mail.com,83,27,4,67,Medium Risk,Medium Risk
784,Student_784,MECH,Parent_784,parent784@mail.com,72,86,1,63,Medium Risk,Medium Risk
785,Student_785,EEE,Parent_785,parent785@mail.com,56,82,1,68,Medium Risk,Medium Risk
786,Student_786,CSE,Parent_786,parent786@mail.com,87,28,4,63,Medium Risk,Medium Risk
787,Student_787,ECE,Parent_787,parent787@mail.com,50,30,3,89,Medium Risk,Medium Risk
788,Student_788,CIVIL,Parent_788,parent788@mail.com,52,61,1,66,Medium Risk,Medium Risk
789,Student_789,CSE,Parent_789,parent789@mail.com,89,32,2,84,Low Risk,Low Risk
790,Student_790,CSE,Parent_790,parent790@mail.com,50,55,2,78,Medium Risk,Medium Risk
791,Student_791,MECH,Parent_791,parent791@mail.com,70,32,0,91,Medium Risk,Medium Risk
792,Student_792,EEE,Parent_792,parent792@mail.com,67,31,4,66,High Risk,High Risk
793,Student_793,CIVIL,Parent_793,parent793@mail.com,83,56,4,92,Low Risk,Low Risk
794,Student_794,ECE,Parent_794,parent794@mail.com,45,93,1,57,Medium Risk,Medium Risk
795,Student_795,CIVIL,Parent_795,parent795@mail.com,80,92,3,50,Medium Risk,Medium Risk
796,Student_796,ECE,Parent_796,parent796@mail.com,55,71,4,94,Medium Risk,Medium Risk
797,Student_797,EEE,Parent_797,parent797@mail.com,43,90,1,85,Low Risk,Low Risk
798,Student_798,ECE,Parent_798,parent798@mail.com,74,21,1,56,High Risk,High Risk
799,Student_799,MECH,Parent_799,parent799@mail.com,99,75,4,95,Low Risk,Low Risk
800,Student_800,MECH,Parent_800,parent800@mail.com,87,79,1,54,Low Risk,Low Risk
801,Student_801,MECH,Parent_801,parent801@mail.com,95,42,0,73,Low Risk,Low Risk
802,Student_802,MECH,Parent_802,parent802@mail.com,98,59,0,77,Low Risk,Low Risk
803,Student_803,CIVIL,Parent_803,parent803@mail.com,65,83,4,92,Medium Risk,Medium Risk
804,Student_804,EEE,Parent_804,parent804@mail.com,96,42,3,66,Medium Risk,Medium Risk
805,Student_805,ECE,Parent_805,parent805@mail.com,51,48,0,86,Medium Risk,Medium Risk
806,Student_806,ECE,Parent_806,parent806@mail.com,50,97,0,69,Medium Risk,Medium Risk
807,Student_807,MECH,Parent_807,parent807@mail.com,76,70,4,52,Medium Risk,Medium Risk
808,Student_808,MECH,Parent_808,parent808@mail.com,64,88,2,86,Medium Risk,Medium Risk
809,Student_809,CSE,Parent_809,parent809@mail.com,57,50,1,75,Low Risk,Low Risk
810,Student_810,EEE,Parent_810,parent810@mail.com,58,69,0,64,Medium Risk,Medium Risk
811,Student_811,CIVIL,Parent_811,parent811@mail.com,62,39,2,100,Medium Risk,Medium Risk
812,Student_812,ECE,Parent_812,parent812@mail.com,94,74,3,97,Low Risk,Low Risk
813,Student_813,CSE,Parent_813,parent813@mail.com,77,100,2,57,Medium Risk,Medium Risk
814,Student_814,CSE,Parent_814,parent814@mail.com,93,21,4,62,Medium Risk,Medium Risk
815,Student_815,ECE,Parent_815,parent815@mail.com,57,44,3,97,Medium Risk,Medium Risk
816,Student_816,CIVIL,Parent_816,parent816@mail.com,65,32,3,52,High Risk,High Risk
817,Student_817,CSE,Parent_817,parent817@mail.com,45,89,2,50,High Risk,High Risk
818,Student_818,CSE,Parent_818,parent818@mail.com,43,86,4,58,High Risk,High Risk
819,Student_819,EEE,Parent_819,parent819@mail.com,83,77,0,80,Low Risk,Low Risk
820,Student_820,CIVIL,Parent_820,parent820@mail.com,90,94,2,90,Low Risk,Low Risk
821,Student_821,CSE,Parent_821,parent821@mail.com,68,83,0,75,Low Risk,Low Risk
822,Student_822,CIVIL,Parent_822,parent822@mail.com,98,88,2,66,Medium Risk,Medium Risk
823,Student_823,ECE,Parent_823,parent823@mail.com,100,78,0,83,Low Risk,Low Risk
824,Student_824,MECH,Parent_824,parent824@mail.com,73,79,2,58,High Risk,High Risk
825,Student_825,CSE,Parent_825,parent825@mail.com,56,81,3,100,Medium Risk,Medium Risk
826,Student_826,EEE,Parent_826,parent826@mail.com,82,35,1,62,Medium Risk,Medium Risk
827,Student_827,ECE,Parent_827,parent827@mail.com,82,87,3,54,Medium Risk,Medium Risk
828,Student_828,CIVIL,Parent_828,parent828@mail.com,92,34,0,90,Low Risk,Low Risk
829,Student_829,ECE,Parent_829,parent829@mail.com,55,74,4,62,High Risk,High Risk
830,Student_830,CSE,Parent_830,parent830@mail.com,41,54,3,50,High Risk,High Risk
831,Student_831,CIVIL,Parent_831,parent831@mail.com,73,74,1,74,Low Risk,Low Risk
832,Student_832,MECH,Parent_832,parent832@mail.com,94,33,0,96,Low Risk,Low Risk
833,Student_833,ECE,Parent_833,parent833@mail.com,47,68,3,53,High Risk,High Risk
834,Student_834,CSE,Parent_834,parent834@mail.com,52,26,2,85,Medium Risk,Medium Risk
835,Student_835,EEE,Parent_835,parent835@mail.com,81,49,4,59,Medium Risk,Medium Risk
836,Student_836,CIVIL,Parent_836,parent836@mail.com,47,68,0,77,Low Risk,Low Risk
837,Student_837,ECE,Parent_837,parent837@mail.com,69,35,3,55,High Risk,High Risk
838,Student_838,ECE,Parent_838,parent838@mail.com,71,70,0,76,Low Risk,Low Risk
839,Student_839,MECH,Parent_839,parent839@mail.com,75,91,2,61,Medium Risk,Medium Risk
840,Student_840,MECH,Parent_840,parent840@mail.com,86,99,1,97,Low Risk,Low Risk
841,Student_841,EEE,Parent_841,parent841@mail.com,69,61,3,52,High Risk,High Risk
842,Student_842,EEE,Parent_842,parent842@mail.com,40,36,0,95,Medium Risk,Medium Risk
843,Student_843,CSE,Parent_843,parent843@mail.com,82,82,0,82,Low Risk,Low Risk
844,Student_844,CSE,Parent_844,parent844@mail.com,78,64,0,59,Low Risk,Low Risk
845,Student_845,EEE,Parent_845,parent845@mail.com,56,96,1,80,Low Risk,Low Risk
846,Student_846,EEE,Parent_846,parent846@mail.com,98,26,0,64,Medium Risk,Medium Risk
847,Student_847,CIVIL,Parent_847,parent847@mail.com,59,46,4,56,High Risk,High Risk
848,Student_848,MECH,Parent_848,parent848@mail.com,63,29,4,85,Medium Risk,Medium Risk
849,Student_849,CSE,Parent_849,parent849@mail.com,89,53,0,63,Low Risk,Low Risk
850,Student_850,MECH,Parent_850,parent850@mail.com,61,55,4,97,Medium Risk,Medium Risk
851,Student_851,MECH,Parent_851,parent851@mail.com,68,44,3,63,High Risk,High Risk
852,Student_852,EEE,Parent_852,parent852@mail.com,61,25,4,52,High Risk,High Risk
853,Student_853,CIVIL,Parent_853,parent853@mail.com,83,43,0,98,Low Risk,Low Risk
854,Student_854,ECE,Parent_854,parent854@mail.com,48,37,2,95,Medium Risk,Medium Risk
855,Student_855,CIVIL,Parent_855,parent855@mail.com,76,25,3,99,Low Risk,Low Risk
856,Student_856,CIVIL,Parent_856,parent856@mail.com,49,48,1,52,High Risk,High Risk
857,Student_857,MECH,Parent_857,parent857@mail.com,75,44,0,71,Low Risk,Low Risk
858,Student_858,CIVIL,Parent_858,parent858@mail.com,76,74,1,68,Low Risk,Low Risk
859,Student_859,CSE,Parent_859,parent859@mail.com,67,100,2,84,Medium Risk,Medium Risk
860,Student_860,MECH,Parent_860,parent860@mail.com,67,65,1,61,Medium Risk,Medium Risk
861,Student_861,CSE,Parent_861,parent861@mail.com,81,43,0,54,Medium Risk,Medium Risk
862,Student_862,ECE,Parent_862,parent862@mail.com,82,94,0,59,Low Risk,Low Risk
863,Student_863,MECH,Parent_863,parent863@mail.com,60,45,2,90,Medium Risk,Medium Risk
864,Student_864,ECE,Parent_864,parent864@mail.com,63,47,0,82,Medium Risk,Medium Risk
865,Student_865,MECH,Parent_865,parent865@mail.com,81,22,2,62,Medium Risk,Medium Risk
866,Student_866,EEE,Parent_866,parent866@mail.com,99,94,2,84,Low Risk,Low Risk
867,Student_867,CIVIL,Parent_867,parent867@mail.com,79,57,0,100,Low Risk,Low Risk
868,Student_868,EEE,Parent_868,parent868@mail.com,41,80,4,81,Medium Risk,Medium Risk
869,Student_869,ECE,Parent_869,parent869@mail.com,94,97,2,60,Medium Risk,Medium Risk
870,Student_870,CIVIL,Parent_870,parent870@mail.com,47,70,0,97,Low Risk,Low Risk
871,Student_871,MECH,Parent_871,parent871@mail.com,87,67,4,87,Low Risk,Low Risk
872,Student_872,CIVIL,Parent_872,parent872@mail.com,66,40,2,73,Medium Risk,Medium Risk
873,Student_873,CSE,Parent_873,parent873@mail.com,61,73,4,84,Medium Risk,Medium Risk
874,Student_874,CIVIL,Parent_874,parent874@mail.com,76,75,3,68,Medium Risk,Medium Risk
875,Student_875,CSE,Parent_875,parent875@mail.com,66,78,3,55,High Risk,High Risk
876,Student_876,CIVIL,Parent_876,parent876@mail.com,96,91,4,89,Low Risk,Low Risk
877,Student_877,CSE,Parent_877,parent877@mail.com,68,70,2,94,Medium Risk,Medium Risk
878,Student_878,ECE,Parent_878,parent878@mail.com,42,39,0,93,Medium Risk,Medium Risk
879,Student_879,EEE,Parent_879,parent879@mail.com,83,78,1,91,Low Risk,Low Risk
880,Student_880,MECH,Parent_880,parent880@mail.com,52,90,0,84,Low Risk,Low Risk
881,Student_881,CIVIL,Parent_881,parent881@mail.com,84,28,1,53,Medium Risk,Medium Risk
882,Student_882,EEE,Parent_882,parent882@mail.com,49,20,1,82,Medium Risk,Medium Risk
883,Student_883,MECH,Parent_883,parent883@mail.com,75,48,2,62,Medium Risk,Medium Risk
884,Student_884,MECH,Parent_884,parent884@mail.com,48,82,4,85,Medium Risk,Medium Risk
885,Student_885,CSE,Parent_885,parent885@mail.com,93,91,0,92,Low Risk,Low Risk
886,Student_886,ECE,Parent_886,parent886@mail.com,95,75,4,68,Medium Risk,Medium Risk
887,Student_887,ECE,Parent_887,parent887@mail.com,94,87,3,92,Low Risk,Low Risk
888,Student_888,EEE,Parent_888,parent888@mail.com,66,54,2,61,High Risk,High Risk
889,Student_889,ECE,Parent_889,parent889@mail.com,73,22,2,60,High Risk,High Risk
890,Student_890,CIVIL,Parent_890,parent890@mail.com,90,26,3,55,Medium Risk,Medium Risk
891,Student_891,ECE,Parent_891,parent891@mail.com,40,46,0,61,High Risk,High Risk
892,Student_892,EEE,Parent_892,parent892@mail.com,71,20,3,76,Medium Risk,Medium Risk
893,Student_893,ECE,Parent_893,parent893@mail.com,64,99,0,90,Low Risk,Low Risk
894,Student_894,CIVIL,Parent_894,parent894@mail.com,68,90,1,74,Low Risk,Low Risk
895,Student_895,CSE,Parent_895,parent895@mail.com,46,63,2,91,Medium Risk,Medium Risk
896,Student_896,EEE,Parent_896,parent896@mail.com,88,60,0,52,Low Risk,Low Risk
897,Student_897,CSE,Parent_897,parent897@mail.com,42,94,4,52,High Risk,High Risk
898,Student_898,CSE,Parent_898,parent898@mail.com,59,61,4,69,High Risk,High Risk
899,Student_899,CSE,Parent_899,parent899@mail.com,59,52,2,77,Medium Risk,Medium Risk
900,Student_900,MECH,Parent_900,parent900@mail.com,92,69,3,72,Low Risk,Low Risk
901,Student_901,MECH,Parent_901,parent901@mail.com,69,82,3,97,Medium Risk,Medium Risk
902,Student_902,CSE,Parent_902,parent902@mail.com,74,56,0,52,Medium Risk,Medium Risk
903,Student_903,EEE,Parent_903,parent903@mail.com,74,78,3,91,Medium Risk,Medium Risk
904,Student_904,CIVIL,Parent_904,parent904@mail.com,88,100,2,73,Low Risk,Low Risk
905,Student_905,CIVIL,Parent_905,parent905@mail.com,78,67,0,92,Low Risk,Low Risk
906,Student_906,ECE,Parent_906,parent906@mail.com,66,24,1,89,Medium Risk,Medium Risk
907,Student_907,EEE,Parent_907,parent907@mail.com,65,67,3,55,High Risk,High Risk
908,Student_908,MECH,Parent_908,parent908@mail.com,53,22,3,69,High Risk,High Risk
909,Student_909,CSE,Parent_909,parent909@mail.com,56,66,0,60,Medium Risk,Medium Risk
910,Student_910,ECE,Parent_910,parent910@mail.com,57,81,4,81,Medium Risk,Medium Risk
911,Student_911,CIVIL,Parent_911,parent911@mail.com,84,33,3,76,Low Risk,Low Risk
912,Student_912,MECH,Parent_912,parent912@mail.com,91,82,2,70,Low Risk,Low Risk
913,Student_913,MECH,Parent_913,parent913@mail.com,68,80,3,93,Medium Risk,Medium Risk
914,Student_914,CSE,Parent_914,parent914@mail.com,59,50,1,97,Low Risk,Low Risk
915,Student_915,CIVIL,Parent_915,parent915@mail.com,92,36,3,99,Low Risk,Low Risk
916,Student_916,EEE,Parent_916,parent916@mail.com,66,43,4,62,High Risk,High Risk
917,Student_917,MECH,Parent_917,parent917@mail.com,57,42,3,71,Medium Risk,Medium Risk
918,Student_918,CSE,Parent_918,parent918@mail.com,43,69,0,84,Low Risk,Low Risk
919,Student_919,EEE,Parent_919,parent919@mail.com,40,97,3,96,Medium Risk,Medium Risk
920,Student_920,CIVIL,Parent_920,parent920@mail.com,89,98,4,71,Low Risk,Low Risk
921,Student_921,MECH,Parent_921,parent921@mail.com,40,98,0,77,Low Risk,Low Risk
922,Student_922,EEE,Parent_922,parent922@mail.com,97,89,2,70,Low Risk,Low Risk
923,Student_923,EEE,Parent_923,parent923@mail.com,65,46,0,95,Medium Risk,Medium Risk
924,Student_924,EEE,Parent_924,parent924@mail.com,84,34,1,67,Medium Risk,Medium Risk
925,Student_925,MECH,Parent_925,parent925@mail.com,59,69,0,80,Low Risk,Low Risk
926,Student_926,MECH,Parent_926,parent926@mail.com,91,55,2,95,Low Risk,Low Risk
927,Student_927,ECE,Parent_927,parent927@mail.com,62,27,3,86,Medium Risk,Medium Risk
928,Student_928,CIVIL,Parent_928,parent928@mail.com,49,98,0,70,Low Risk,Low Risk
929,Student_929,CSE,Parent_929,parent929@mail.com,98,22,0,63,Medium Risk,Medium Risk
930,Student_930,EEE,Parent_930,parent930@mail.com,50,81,0,74,Low Risk,Low Risk
931,Student_931,ECE,Parent_931,parent931@mail.com,80,66,0,76,Low Risk,Low Risk
932,Student_932,CSE,Parent_932,parent932@mail.com,80,96,2,89,Low Risk,Low Risk
933,Student_933,ECE,Parent_933,parent933@mail.com,44,80,4,72,Medium Risk,Medium Risk
934,Student_934,MECH,Parent_934,parent934@mail.com,97,51,4,80,Low Risk,Low Risk
935,Student_935,EEE,Parent_935,parent935@mail.com,40,32,0,96,Medium Risk,Medium Risk
936,Student_936,CSE,Parent_936,parent936@mail.com,56,20,2,78,Medium Risk,Medium Risk
937,Student_937,CSE,Parent_937,parent937@mail.com,61,53,2,96,Medium Risk,Medium Risk
938,Student_938,CSE,Parent_938,parent938@mail.com,73,81,0,79,Low Risk,Low Risk
939,Student_939,CSE,Parent_939,parent939@mail.com,95,98,1,100,Low Risk,Low Risk
940,Student_940,CSE,Parent_940,parent940@mail.com,84,97,0,75,Low Risk,Low Risk
941,Student_941,ECE,Parent_941,parent941@mail.com,80,90,1,69,Low Risk,Low Risk
942,Student_942,EEE,Parent_942,parent942@mail.com,68,50,0,87,Low Risk,Low Risk
943,Student_943,MECH,Parent_943,parent943@mail.com,43,83,1,68,Medium Risk,Medium Risk
944,Student_944,MECH,Parent_944,parent944@mail.com,44,44,1,76,Medium Risk,Medium Risk
945,Student_945,MECH,Parent_945,parent945@mail.com,50,57,0,74,Low Risk,Low Risk
946,Student_946,MECH,Parent_946,parent946@mail.com,95,33,1,89,Low Risk,Low Risk
947,Student_947,ECE,Parent_947,parent947@mail.com,90,27,3,87,Low Risk,Low Risk
948,Student_948,CIVIL,Parent_948,parent948@mail.com,60,73,4,72,Medium Risk,Medium Risk
949,Student_949,EEE,Parent_949,parent949@mail.com,74,21,2,78,Medium Risk,Medium Risk
950,Student_950,CSE,Parent_950,parent950@mail.com,51,100,1,64,Medium Risk,Medium Risk
951,Student_951,CIVIL,Parent_951,parent951@mail.com,65,97,1,52,Medium Risk,Medium Risk
952,Student_952,MECH,Parent_952,parent952@mail.com,90,75,2,59,Medium Risk,Medium Risk
953,Student_953,CIVIL,Parent_953,parent953@mail.com,58,80,1,64,Medium Risk,Medium Risk
954,Student_954,EEE,Parent_954,parent954@mail.com,84,41,2,65,Medium Risk,Medium Risk
955,Student_955,CSE,Parent_955,parent955@mail.com,99,54,0,66,Low Risk,Low Risk
956,Student_956,CSE,Parent_956,parent956@mail.com,46,35,3,68,High Risk,High Risk
957,Student_957,EEE,Parent_957,parent957@mail.com,86,69,3,60,Medium Risk,Medium Risk
958,Student_958,EEE,Parent_958,parent958@mail.com,94,62,4,97,Low Risk,Low Risk
959,Student_959,MECH,Parent_959,parent959@mail.com,46,36,1,54,High Risk,High Risk
960,Student_960,CSE,Parent_960,parent960@mail.com,65,99,4,54,High Risk,High Risk
961,Student_961,CIVIL,Parent_961,parent961@mail.com,79,77,0,63,Low Risk,Low Risk
962,Student_962,ECE,Parent_962,parent962@mail.com,44,21,3,99,Medium Risk,Medium Risk
963,Student_963,ECE,Parent_963,parent963@mail.com,60,23,0,75,Medium Risk,Medium Risk
964,Student_964,EEE,Parent_964,parent964@mail.com,53,58,0,57,Medium Risk,Medium Risk
965,Student_965,MECH,Parent_965,parent965@mail.com,43,25,1,54,High Risk,High Risk
966,Student_966,ECE,Parent_966,parent966@mail.com,62,100,0,56,Medium Risk,Medium Risk
967,Student_967,CSE,Parent_967,parent967@mail.com,81,88,3,65,Medium Risk,Medium Risk
968,Student_968,EEE,Parent_968,parent968@mail.com,59,88,4,63,High Risk,High Risk
969,Student_969,CIVIL,Parent_969,parent969@mail.com,54,39,3,86,Medium Risk,Medium Risk
970,Student_970,EEE,Parent_970,parent970@mail.com,89,83,1,90,Low Risk,Low Risk
971,Student_971,CIVIL,Parent_971,parent971@mail.com,91,35,3,53,Medium Risk,Medium Risk
972,Student_972,EEE,Parent_972,parent972@mail.com,84,70,2,85,Low Risk,Low Risk
973,Student_973,EEE,Parent_973,parent973@mail.com,68,56,4,97,Medium Risk,Medium Risk
974,Student_974,EEE,Parent_974,parent974@mail.com,47,92,2,66,High Risk,High Risk
975,Student_975,CIVIL,Parent_975,parent975@mail.com,80,88,2,96,Low Risk,Low Risk
976,Student_976,CIVIL,Parent_976,parent976@mail.com,87,61,1,85,Low Risk,Low Risk
977,Student_977,EEE,Parent_977,parent977@mail.com,58,76,0,55,Medium Risk,Medium Risk
978,Student_978,ECE,Parent_978,parent978@mail.com,87,85,2,65,Medium Risk,Medium Risk
979,Student_979,MECH,Parent_979,parent979@mail.com,78,28,3,78,Low Risk,Low Risk
980,Student_980,MECH,Parent_980,parent980@mail.com,85,83,0,85,Low Risk,Low Risk
981,Student_981,MECH,Parent_981,parent981@mail.com,67,41,3,87,Medium Risk,Medium Risk
982,Student_982,CIVIL,Parent_982,parent982@mail.com,85,53,3,86,Low Risk,Low Risk
983,Student_983,CIVIL,Parent_983,parent983@mail.com,96,74,0,97,Low Risk,Low Risk
984,Student_984,ECE,Parent_984,parent984@mail.com,66,48,0,97,Medium Risk,Medium Risk
985,Student_985,MECH,Parent_985,parent985@mail.com,43,57,3,59,High Risk,High Risk
986,Student_986,MECH,Parent_986,parent986@mail.com,97,37,1,90,Low Risk,Low Risk
987,Student_987,EEE,Parent_987,parent987@mail.com,54,90,4,85,Medium Risk,Medium Risk
988,Student_988,CIVIL,Parent_988,parent988@mail.com,74,84,4,78,Medium Risk,Medium Risk
989,Student_989,MECH,Parent_989,parent989@mail.com,76,20,1,63,Medium Risk,Medium Risk
990,Student_990,ECE,Parent_990,parent990@mail.com,40,23,0,53,High Risk,High Risk
991,Student_991,ECE,Parent_991,parent991@mail.com,42,23,3,93,Medium Risk,Medium Risk
992,Student_992,MECH,Parent_992,parent992@mail.com,86,46,4,91,Low Risk,Low Risk
993,Student_993,CIVIL,Parent_993,parent993@mail.com,63,62,3,85,Medium Risk,Medium Risk
994,Student_994,ECE,Parent_994,parent994@mail.com,66,78,1,99,Low Risk,Low Risk
995,Student_995,EEE,Parent_995,parent995@mail.com,79,51,3,94,Low Risk,Low Risk
996,Student_996,ECE,Parent_996,parent996@mail.com,100,52,1,62,Low Risk,Low Risk
997,Student_997,CSE,Parent_997,parent997@mail.com,75,47,0,95,Low Risk,Low Risk
998,Student_998,CSE,Parent_998,parent998@mail.com,73,74,1,67,Medium Risk,Medium Risk
999,Student_999,CIVIL,Parent_999,parent999@mail.com,68,79,1,82,Low Risk,Low Risk
1000,Student_1000,MECH,Parent_1000,parent1000@mail.com,63,89,4,70,Medium Risk,Medium Risk
1001,Student_1001,CIVIL,Parent_1001,parent1001@mail.com,63,81,3,65,High Risk,High Risk
1002,Student_1002,CIVIL,Parent_1002,parent1002@mail.com,81,99,4,64,Medium Risk,Medium Risk
1003,Student_1003,CIVIL,Parent_1003,parent1003@mail.com,43,53,2,54,High Risk,High Risk
1004,Student_1004,CIVIL,Parent_1004,parent1004@mail.com,42,75,1,55,Medium Risk,Medium Risk
1005,Student_1005,EEE,Parent_1005,parent1005@mail.com,73,32,2,87,Medium Risk,Medium Risk
1006,Student_1006,EEE,Parent_1006,parent1006@mail.com,96,75,4,52,Medium Risk,Medium Risk
1007,Student_1007,ECE,Parent_1007,parent1007@mail.com,88,37,3,97,Low Risk,Low Risk
1008,Student_1008,CSE,Parent_1008,parent1008@mail.com,62,73,4,61,High Risk,High Risk
1009,Student_1009,CIVIL,Parent_1009,parent1009@mail.com,92,96,3,85,Low Risk,Low Risk
1010,Student_1010,ECE,Parent_1010,parent1010@mail.com,95,62,3,82,Low Risk,Low Risk
1011,Student_1011,CSE,Parent_1011,parent1011@mail.com,91,58,0,85,Low Risk,Low Risk
1012,Student_1012,MECH,Parent_1012,parent1012@mail.com,62,80,1,82,Low Risk,Low Risk
1013,Student_1013,EEE,Parent_1013,parent1013@mail.com,84,61,4,80,Low Risk,Low Risk
1014,Student_1014,CSE,Parent_1014,parent1014@mail.com,44,100,3,70,Medium Risk,Medium Risk
1015,Student_1015,MECH,Parent_1015,parent1015@mail.com,70,98,4,76,Medium Risk,Medium Risk
1016,Student_1016,CSE,Parent_1016,parent1016@mail.com,92,37,4,76,Low Risk,Low Risk
1017,Student_1017,EEE,Parent_1017,parent1017@mail.com,80,42,3,57,Medium Risk,Medium Risk
1018,Student_1018,EEE,Parent_1018,parent1018@mail.com,96,73,2,86,Low Risk,Low Risk
1019,Student_1019,ECE,Parent_1019,parent1019@mail.com,100,49,1,81,Low Risk,Low Risk
1020,Student_1020,CIVIL,Parent_1020,parent1020@mail.com,96,77,1,75,Low Risk,Low Risk
1021,Student_1021,CSE,Parent_1021,parent1021@mail.com,99,87,0,51,Low Risk,Low Risk
1022,Student_1022,CSE,Parent_1022,parent1022@mail.com,93,86,0,61,Low Risk,Low Risk
1023,Student_1023,MECH,Parent_1023,parent1023@mail.com,45,90,0,71,Low Risk,Low Risk
1024,Student_1024,EEE,Parent_1024,parent1024@mail.com,76,37,1,66,Medium Risk,Medium Risk
1025,Student_1025,CSE,Parent_1025,parent1025@mail.com,96,26,2,56,Medium Risk,Medium Risk
1026,Student_1026,EEE,Parent_1026,parent1026@mail.com,49,59,1,92,Low Risk,Low Risk
1027,Student_1027,CSE,Parent_1027,parent1027@mail.com,79,89,1,53,Low Risk,Low Risk
1028,Student_1028,ECE,Parent_1028,parent1028@mail.com,46,84,1,86,Low Risk,Low Risk
1029,Student_1029,CIVIL,Parent_1029,parent1029@mail.com,78,87,1,87,Low Risk,Low Risk
1030,Student_1030,CSE,Parent_1030,parent1030@mail.com,77,68,2,81,Low Risk,Low Risk
1031,Student_1031,EEE,Parent_1031,parent1031@mail.com,60,71,0,60,Medium Risk,Medium Risk
1032,Student_1032,ECE,Parent_1032,parent1032@mail.com,100,48,4,50,Medium Risk,Medium Risk
1033,Student_1033,CSE,Parent_1033,parent1033@mail.com,59,40,0,74,Medium Risk,Medium Risk
1034,Student_1034,MECH,Parent_1034,parent1034@mail.com,42,97,0,91,Low Risk,Low Risk
1035,Student_1035,CIVIL,Parent_1035,parent1035@mail.com,90,28,4,73,Low Risk,Low Risk
1036,Student_1036,CSE,Parent_1036,parent1036@mail.com,61,66,1,92,Low Risk,Low Risk
1037,Student_1037,ECE,Parent_1037,parent1037@mail.com,86,95,2,66,Medium Risk,Medium Risk
1038,Student_1038,MECH,Parent_1038,parent1038@mail.com,43,61,2,57,High Risk,High Risk
1039,Student_1039,ECE,Parent_1039,parent1039@mail.com,67,70,0,94,Low Risk,Low Risk
1040,Student_1040,ECE,Parent_1040,parent1040@mail.com,51,75,4,76,Medium Risk,Medium Risk
1041,Student_1041,MECH,Parent_1041,parent1041@mail.com,77,70,3,67,Medium Risk,Medium Risk
1042,Student_1042,ECE,Parent_1042,parent1042@mail.com,90,89,1,76,Low Risk,Low Risk
1043,Student_1043,MECH,Parent_1043,parent1043@mail.com,75,39,0,71,Low Risk,Low Risk
1044,Student_1044,CSE,Parent_1044,parent1044@mail.com,86,46,2,65,Medium Risk,Medium Risk
1045,Student_1045,MECH,Parent_1045,parent1045@mail.com,80,57,4,51,Medium Risk,Medium Risk
1046,Student_1046,MECH,Parent_1046,parent1046@mail.com,44,91,4,54,High Risk,High Risk
1047,Student_1047,CIVIL,Parent_1047,parent1047@mail.com,52,84,0,67,Medium Risk,Medium Risk
1048,Student_1048,MECH,Parent_1048,parent1048@mail.com,62,73,3,52,High Risk,High Risk
1049,Student_1049,MECH,Parent_1049,parent1049@mail.com,97,43,2,76,Low Risk,Low Risk
1050,Student_1050,CSE,Parent_1050,parent1050@mail.com,89,66,0,66,Low Risk,Low Risk
1051,Student_1051,CIVIL,Parent_1051,parent1051@mail.com,69,90,3,65,High Risk,High Risk
1052,Student_1052,EEE,Parent_1052,parent1052@mail.com,76,82,4,55,Medium Risk,Medium Risk
1053,Student_1053,CSE,Parent_1053,parent1053@mail.com,64,76,1,100,Low Risk,Low Risk
1054,Student_1054,CSE,Parent_1054,parent1054@mail.com,87,74,2,56,Medium Risk,Medium Risk
1055,Student_1055,EEE,Parent_1055,parent1055@mail.com,66,79,2,99,Medium Risk,Medium Risk
1056,Student_1056,MECH,Parent_1056,parent1056@mail.com,90,81,3,63,Medium Risk,Medium Risk
1057,Student_1057,ECE,Parent_1057,parent1057@mail.com,53,49,0,87,Medium Risk,Medium Risk
1058,Student_1058,CIVIL,Parent_1058,parent1058@mail.com,96,41,4,89,Low Risk,Low Risk
